Time Stamp,Wind Speed (m/s),Horizontal Wind Direction (Degrees),U Vector (m/s),V Vector (m/s),W Vector (m/s),Temperature (TSM) (C),Relative Humidity (TSM) (%),Absolute Pressure (TSM) (hPa),Pitch Angle (Degrees),Roll Angle (Degrees),Temperature (AHT10) (C),Relative Humidity (AHT10) (%),Temperature (MS5611) (C),Absolute Pressure (MS5611) (hPa)
2025_10_9_13_41_34,3.69,79,-3.46,-0.65,-1.1,28.9,45.43,985.64,0.5,4.1,35.86,52.17,39.07,983.77
2025_10_9_13_41_34,3.87,80,-3.65,-0.63,-1.1,28.95,45.45,985.67,2,1.3,35.87,52.26,39.08,983.81
2025_10_9_13_41_34,3.86,79,-3.63,-0.73,-1.06,28.92,45.51,985.69,-0.1,0,35.86,52.23,39.07,983.77
2025_10_9_13_41_35,3.85,78,-3.63,-0.76,-1.04,28.92,45.5,985.71,0.9,-1,35.87,52.29,39.07,983.77
2025_10_9_13_41_35,3.92,78,-3.69,-0.8,-1.03,28.87,45.45,985.73,-3.1,1.6,35.85,52.25,39.07,983.77
2025_10_9_13_41_35,4.04,77,-3.79,-0.88,-1.11,28.85,45.46,985.75,1.8,0.6,35.86,52.27,39.07,983.89
2025_10_9_13_41_35,4.17,76,-3.89,-0.94,-1.15,28.84,45.41,985.77,-4.3,0.7,35.84,52.27,39.05,983.73
2025_10_9_13_41_35,4.16,77,-3.9,-0.87,-1.16,28.81,45.41,985.81,0.5,2,35.84,52.29,39.07,984.01
2025_10_9_13_41_36,3.55,79,-3.31,-0.63,-1.1,28.81,45.45,985.85,-1.5,-1.6,35.83,52.28,39.07,984.12
2025_10_9_13_41_36,3.48,81,-3.29,-0.53,-1,28.83,45.43,985.91,-1.2,2.9,35.83,52.34,39.07,984.01
2025_10_9_13_41_36,3.3,80,-3.1,-0.55,-0.97,28.87,45.42,985.96,2.3,1.3,35.84,52.28,39.05,984.08
2025_10_9_13_41_36,3.6,85,-3.43,-0.31,-1.06,28.91,45.46,985.98,-2.2,-1.1,35.83,52.32,39.05,983.97
2025_10_9_13_41_36,3.46,84,-3.28,-0.33,-1.05,28.87,45.42,986.03,-1.3,1,35.81,52.33,39.05,984.08
2025_10_9_13_41_37,3.31,75,-3.07,-0.82,-0.94,28.87,45.44,986.05,0.4,0.2,35.82,52.31,39.05,984.08
2025_10_9_13_41_37,3.3,78,-3.09,-0.66,-0.98,28.87,45.47,986.07,0.3,2,35.82,52.34,39.05,984.2
2025_10_9_13_41_37,3.44,83,-3.26,-0.38,-1.03,28.82,45.47,986.11,-0.4,1,35.81,52.35,39.05,984.32
2025_10_9_13_41_37,2.77,79,-2.56,-0.49,-0.93,28.84,45.47,986.16,-1,0.7,35.79,52.32,39.03,984.28
2025_10_9_13_41_37,2.76,75,-2.49,-0.69,-0.97,28.9,45.42,986.2,-1.2,2.5,35.81,52.33,39.05,984.32
2025_10_9_13_41_38,2.63,78,-2.41,-0.53,-0.9,28.89,45.48,986.23,2.1,4.2,35.8,52.37,39.05,984.32
2025_10_9_13_41_38,2.66,81,-2.48,-0.4,-0.86,28.85,45.5,986.26,0.3,0.9,35.8,52.39,39.03,984.28
2025_10_9_13_41_38,2.79,80,-2.61,-0.44,-0.89,28.83,45.45,986.29,-3.1,2.2,35.8,52.38,39.03,984.39
2025_10_9_13_41_38,3.12,78,-2.93,-0.62,-0.86,28.83,45.45,986.32,0,0.7,35.8,52.39,39.03,984.39
2025_10_9_13_41_38,3.25,77,-3.05,-0.73,-0.88,28.8,45.43,986.36,0.2,2,35.8,52.34,39.03,984.39
2025_10_9_13_41_39,3.34,78,-3.15,-0.68,-0.87,28.79,45.5,986.39,1.3,2.3,35.8,52.35,39.03,984.51
2025_10_9_13_41_39,3.22,78,-3.01,-0.62,-0.94,28.81,45.48,986.4,-1.1,-2.4,35.81,52.39,39.03,984.39
2025_10_9_13_41_39,3.56,76,-3.34,-0.85,-0.91,28.87,45.47,986.44,-0.5,0.4,35.81,52.39,39.01,984.47
2025_10_9_13_41_39,3.72,69,-3.36,-1.3,-0.93,28.91,45.47,986.45,1.4,0.9,35.8,52.36,39.03,984.63
2025_10_9_13_41_39,4.07,69,-3.69,-1.42,-0.98,28.87,45.43,986.46,-4.4,-0.4,35.8,52.38,39.01,984.47
2025_10_9_13_41_40,3.93,52,-2.95,-2.34,-1.14,28.78,45.45,986.47,4,-4.9,35.81,52.4,39.01,984.47
2025_10_9_13_41_40,3.86,61,-3.22,-1.82,-1.11,28.85,45.47,986.5,-4.7,0.2,35.81,52.41,39.01,984.59
2025_10_9_13_41_40,3.71,68,-3.34,-1.32,-0.95,28.86,45.52,986.56,0.6,-0.5,35.82,52.43,39.01,984.7
2025_10_9_13_41_40,3.93,72,-3.62,-1.2,-0.94,28.88,45.45,986.62,1.9,3.8,35.8,52.43,39.01,984.7
2025_10_9_13_41_40,3.93,71,-3.62,-1.23,-0.9,28.91,45.47,986.65,-2.6,1.8,35.79,52.41,39.01,984.7
2025_10_9_13_41_41,3.62,67,-3.21,-1.38,-0.93,28.9,45.48,986.71,-2.6,2.9,35.78,52.38,39.01,984.7
2025_10_9_13_41_41,3.49,67,-3.1,-1.34,-0.91,28.88,45.5,986.76,-2.5,-0.9,35.79,52.42,39,984.9
2025_10_9_13_41_41,2.32,59,-1.89,-1.15,-0.69,28.88,45.44,986.82,2.4,2.1,35.78,52.44,39.01,985.05
2025_10_9_13_41_41,1.96,52,-1.46,-1.15,-0.62,28.9,45.48,986.86,-0.4,3.1,35.8,52.47,39.01,985.05
2025_10_9_13_41_41,2.9,68,-2.6,-1.03,-0.77,28.88,45.45,986.88,0.1,0,35.79,52.45,39,984.9
2025_10_9_13_41_42,3.55,74,-3.34,-0.95,-0.75,28.88,45.49,986.89,-0.2,-0.4,35.79,52.44,39,985.13
2025_10_9_13_41_42,3.85,72,-3.57,-1.15,-0.88,28.97,45.51,986.93,-1.6,1.4,35.8,52.43,39,985.01
2025_10_9_13_41_42,3.89,72,-3.59,-1.18,-0.92,29,45.48,986.94,-0.6,0.4,35.79,52.51,39,985.13
2025_10_9_13_41_42,3.96,69,-3.6,-1.36,-0.93,29.04,45.48,986.96,-0.4,2.3,35.8,52.41,39,985.13
2025_10_9_13_41_42,4.23,70,-3.85,-1.43,-1,29.04,45.47,986.98,1.4,0.3,35.8,52.45,39,985.13
2025_10_9_13_41_43,4.22,72,-3.9,-1.29,-0.96,29.02,45.5,987.01,-2.6,2.1,35.81,52.51,39,985.13
2025_10_9_13_41_43,4.36,72,-4.04,-1.28,-1.02,29.03,45.49,987.04,-0.1,0.1,35.81,52.46,39,985.01
2025_10_9_13_41_43,4.51,72,-4.19,-1.32,-1,29.03,45.47,987.08,1.3,0.1,35.79,52.48,39,985.13
2025_10_9_13_41_43,4.56,75,-4.28,-1.13,-1.11,29.02,45.43,987.11,-1.9,2.8,35.8,52.45,39,985.36
2025_10_9_13_41_43,4.29,90,-4.16,-0.03,-1.06,29.05,45.43,987.16,1.9,0,35.82,52.43,39,985.25
2025_10_9_13_41_44,3.95,89,-3.8,-0.08,-1.08,29.03,45.47,987.21,-0.9,2.7,35.8,52.52,39,985.25
2025_10_9_13_41_44,3.71,87,-3.53,-0.2,-1.13,29.02,45.47,987.27,3.2,0.2,35.78,52.51,38.98,985.21
2025_10_9_13_41_44,3.51,80,-3.32,-0.58,-1,29.03,45.52,987.31,1.8,2.9,35.79,52.52,38.98,985.33
2025_10_9_13_41_44,3.54,74,-3.29,-0.94,-0.91,29.03,45.49,987.34,-2.2,0,35.78,52.48,38.98,985.44
2025_10_9_13_41_44,3.16,72,-2.87,-0.93,-0.94,29.06,45.5,987.37,-0.6,1.7,35.77,52.48,38.98,985.56
2025_10_9_13_41_45,3.06,76,-2.81,-0.69,-1.01,29.02,45.49,987.38,0,2.7,35.78,52.5,38.98,985.44
2025_10_9_13_41_45,3.09,78,-2.88,-0.59,-0.96,29.05,45.53,987.4,-0.4,1.7,35.77,52.51,38.98,985.56
2025_10_9_13_41_45,3.28,76,-3.07,-0.78,-0.85,29.01,45.53,987.41,-1.2,1.5,35.77,52.5,38.98,985.44
2025_10_9_13_41_45,3.05,74,-2.81,-0.79,-0.88,29.04,45.52,987.42,0.4,1.6,35.77,52.51,38.98,985.44
2025_10_9_13_41_45,2.9,73,-2.66,-0.83,-0.8,29.07,45.51,987.42,0.5,1.6,35.79,52.52,38.96,985.29
2025_10_9_13_41_46,2.47,69,-2.21,-0.84,-0.69,29.1,45.5,987.43,0.3,2.7,35.78,52.58,38.96,985.4
2025_10_9_13_41_46,1.98,63,-1.68,-0.86,-0.61,29.06,45.5,987.42,-0.1,1.7,35.78,52.58,38.96,985.4
2025_10_9_13_41_46,2,52,-1.48,-1.17,-0.67,29,45.51,987.41,-0.2,2.7,35.79,52.56,38.96,985.4
2025_10_9_13_41_46,2.47,65,-2.13,-1,-0.74,29.04,45.54,987.44,-0.3,0.7,35.8,52.57,38.96,985.52
2025_10_9_13_41_46,2.68,68,-2.38,-0.98,-0.73,29,45.57,987.43,-1.1,1.2,35.8,52.57,38.96,985.64
2025_10_9_13_41_47,2.06,59,-1.68,-1.01,-0.66,29.01,45.55,987.44,-0.9,0.9,35.79,52.58,38.95,985.48
2025_10_9_13_41_47,1.83,57,-1.44,-0.94,-0.63,29.01,45.53,987.45,-0.8,1.3,35.78,52.57,38.96,985.52
2025_10_9_13_41_47,1.73,52,-1.29,-1.03,-0.53,29.01,45.55,987.45,-1.3,1.9,35.8,52.57,38.96,985.64
2025_10_9_13_41_47,1.96,54,-1.49,-1.1,-0.63,29.03,45.56,987.45,-0.6,2.3,35.79,52.58,38.96,985.52
2025_10_9_13_41_47,2.55,73,-2.34,-0.73,-0.69,29.04,45.51,987.44,1.7,0.4,35.8,52.62,38.95,985.48
2025_10_9_13_41_48,2.47,69,-2.22,-0.85,-0.67,29.08,45.52,987.46,-0.1,0.8,35.82,52.63,38.96,985.52
2025_10_9_13_41_48,2.5,71,-2.29,-0.79,-0.62,29.02,45.56,987.45,-1.9,2.2,35.82,52.57,38.96,985.64
2025_10_9_13_41_48,2.6,74,-2.42,-0.7,-0.65,29.02,45.55,987.46,-0.4,1,35.83,52.61,38.95,985.48
2025_10_9_13_41_48,2.36,76,-2.16,-0.52,-0.78,29.05,45.56,987.46,0.4,1.3,35.84,52.58,38.95,985.48
2025_10_9_13_41_48,2.04,81,-1.9,-0.29,-0.69,29.05,45.61,987.47,-0.1,1.2,35.85,52.59,38.95,985.48
2025_10_9_13_41_49,2.16,76,-2.03,-0.5,-0.53,29.05,45.6,987.46,1.9,0.8,35.87,52.62,38.95,985.48
2025_10_9_13_41_49,2,82,-1.83,-0.24,-0.78,29.12,45.6,987.48,-0.6,3.1,35.86,52.59,38.95,985.48
2025_10_9_13_41_49,2.27,92,-2.09,0.07,-0.88,29.09,45.57,987.46,-1.2,2.2,35.88,52.64,38.93,985.56
2025_10_9_13_41_49,2.4,97,-2.21,0.29,-0.88,29.05,45.6,987.46,1.5,0.9,35.86,52.62,38.95,985.48
2025_10_9_13_41_49,2.18,104,-1.95,0.5,-0.84,29.05,45.63,987.47,-1.6,2.4,35.88,52.61,38.93,985.56
2025_10_9_13_41_50,2.3,102,-2.08,0.44,-0.88,29.06,45.59,987.48,1.1,1.3,35.87,52.58,38.93,985.56
2025_10_9_13_41_50,2.45,98,-2.26,0.31,-0.9,29.06,45.6,987.47,-1,0.9,35.88,52.61,38.93,985.44
2025_10_9_13_41_50,2.62,94,-2.46,0.16,-0.88,29.13,45.61,987.46,0.8,2.9,35.9,52.65,38.93,985.44
2025_10_9_13_41_50,2.48,95,-2.29,0.18,-0.94,29.15,45.6,987.48,0.8,1.1,35.87,52.57,38.93,985.56
2025_10_9_13_41_50,2.36,96,-2.14,0.21,-0.97,29.1,45.65,987.46,-0.2,1.4,35.89,52.64,38.93,985.56
2025_10_9_13_41_51,2.15,104,-1.9,0.46,-0.91,29.09,45.65,987.47,0.1,3.2,35.88,52.67,38.93,985.44
2025_10_9_13_41_51,2.15,105,-1.93,0.5,-0.8,29.1,45.66,987.47,-0.5,0.8,35.88,52.62,38.91,985.52
2025_10_9_13_41_51,2.58,97,-2.42,0.3,-0.83,29.06,45.65,987.46,0.2,1.5,35.88,52.6,38.91,985.52
2025_10_9_13_41_51,3.06,91,-2.94,0.06,-0.84,29.1,45.64,987.47,0.2,-0.4,35.87,52.58,38.91,985.52
2025_10_9_13_41_51,3.2,93,-3.08,0.14,-0.87,29.1,45.65,987.47,-0.9,3.3,35.87,52.61,38.91,985.52
2025_10_9_13_41_52,3.03,94,-2.88,0.2,-0.91,29.1,45.64,987.49,0.3,0.2,35.87,52.6,38.91,985.52
2025_10_9_13_41_52,2.71,93,-2.56,0.15,-0.88,29.13,45.7,987.52,-0.3,4.7,35.86,52.6,38.91,985.52
2025_10_9_13_41_52,2.74,93,-2.59,0.12,-0.88,29.11,45.7,987.53,-0.2,-0.4,35.86,52.58,38.91,985.52
2025_10_9_13_41_52,2.89,95,-2.73,0.23,-0.91,29.12,45.71,987.52,0.7,1.1,35.86,52.6,38.91,985.52
2025_10_9_13_41_52,2.58,101,-2.4,0.46,-0.82,29.13,45.66,987.55,0.2,1.7,35.86,52.63,38.91,985.52
2025_10_9_13_41_53,2.72,101,-2.53,0.48,-0.87,29.11,45.7,987.56,-0.1,3.1,35.85,52.62,38.91,985.52
2025_10_9_13_41_53,2.92,99,-2.74,0.43,-0.9,29.1,45.71,987.56,-0.4,2.9,35.86,52.64,38.91,985.75
2025_10_9_13_41_53,3.13,100,-2.95,0.51,-0.92,29.05,45.69,987.56,1.4,2.5,35.85,52.63,38.91,985.52
2025_10_9_13_41_53,3.46,96,-3.29,0.33,-1.02,29.08,45.72,987.57,0.5,2.2,35.84,52.62,38.91,985.52
2025_10_9_13_41_53,3.52,95,-3.35,0.29,-1.03,29.1,45.7,987.58,0.2,4.2,35.85,52.61,38.89,985.48
2025_10_9_13_41_54,3.44,95,-3.27,0.26,-1.03,29.1,45.71,987.58,1.5,2.7,35.85,52.62,38.91,985.52
2025_10_9_13_41_54,3.56,93,-3.4,0.2,-1.05,29.1,45.7,987.61,-0.7,3.1,35.84,52.62,38.89,985.59
2025_10_9_13_41_54,3.44,93,-3.28,0.15,-1.01,29.07,45.7,987.62,-0.8,3.1,35.84,52.6,38.89,985.59
2025_10_9_13_41_54,3.32,95,-3.15,0.26,-1.02,29.11,45.72,987.63,0.1,2.5,35.84,52.64,38.89,985.71
2025_10_9_13_41_54,3.2,98,-2.99,0.45,-1.04,29.05,45.76,987.64,0.3,1.6,35.83,52.63,38.89,985.71
2025_10_9_13_41_55,3.21,100,-3.02,0.51,-0.97,29.07,45.72,987.67,-2.6,3.7,35.86,52.65,38.89,985.83
2025_10_9_13_41_55,3.43,94,-3.26,0.25,-1.04,29.08,45.69,987.69,2.8,-1.4,35.83,52.64,38.89,985.83
2025_10_9_13_41_55,3.32,95,-3.16,0.27,-1.01,29.09,45.74,987.71,-1.2,1.2,35.84,52.67,38.89,985.83
2025_10_9_13_41_55,3.11,100,-2.9,0.54,-1.01,29.07,45.71,987.72,0.7,3.6,35.84,52.69,38.89,985.71
2025_10_9_13_41_55,3.08,100,-2.88,0.48,-0.98,29.12,45.74,987.75,1,2,35.82,52.64,38.89,985.83
2025_10_9_13_41_56,3.2,100,-2.99,0.55,-1.01,29.09,45.71,987.76,-1.1,1,35.83,52.67,38.89,985.83
2025_10_9_13_41_56,3.52,98,-3.31,0.45,-1.11,29.05,45.75,987.77,3,0.7,35.82,52.69,38.89,985.83
2025_10_9_13_41_56,3.67,96,-3.47,0.38,-1.11,29.04,45.75,987.81,2,0.6,35.83,52.72,38.88,985.9
2025_10_9_13_41_56,3.77,94,-3.57,0.26,-1.17,29.03,45.75,987.82,-3.4,2.2,35.82,52.74,38.89,985.94
2025_10_9_13_41_56,3.85,93,-3.69,0.17,-1.09,29.01,45.77,987.83,3.3,-0.5,35.82,52.68,38.88,985.9
2025_10_9_13_41_57,3.78,93,-3.61,0.18,-1.12,29.04,45.79,987.85,2.9,2.4,35.81,52.65,38.88,985.9
2025_10_9_13_41_57,3.79,91,-3.63,0.09,-1.1,29.02,45.75,987.86,-0.8,2.9,35.82,52.71,38.88,985.9
2025_10_9_13_41_57,3.81,89,-3.63,-0.04,-1.14,29.04,45.75,987.88,2.5,2,35.8,52.69,38.88,985.9
2025_10_9_13_41_57,3.72,89,-3.55,-0.07,-1.1,29.06,45.82,987.91,-3,-0.7,35.82,52.73,38.88,985.9
2025_10_9_13_41_57,3.8,89,-3.6,-0.07,-1.2,29.07,45.72,987.93,0.2,1.2,35.81,52.72,38.88,986.14
2025_10_9_13_41_58,4.04,90,-3.82,0.01,-1.29,29.11,45.76,987.94,-0.1,1.7,35.8,52.7,38.88,985.9
2025_10_9_13_41_58,3.96,90,-3.77,-0.02,-1.2,29.08,45.75,987.97,2,0.3,35.79,52.73,38.88,985.9
2025_10_9_13_41_58,4.03,90,-3.83,-0.03,-1.27,29.01,45.83,987.99,-1.9,0.7,35.77,52.69,38.88,985.9
2025_10_9_13_41_58,3.96,89,-3.78,-0.07,-1.18,29.04,45.73,987.99,-0.2,-0.8,35.79,52.75,38.86,985.98
2025_10_9_13_41_58,3.91,90,-3.73,0,-1.18,29.08,45.77,988.02,-1.4,2.4,35.78,52.77,38.88,986.14
2025_10_9_13_41_59,3.65,90,-3.48,0.02,-1.12,29.11,45.79,988.04,2.1,3.3,35.81,52.71,38.86,986.1
2025_10_9_13_41_59,3.55,92,-3.42,0.1,-0.96,29.1,45.78,988.05,-0.6,2.1,35.78,52.7,38.86,986.22
2025_10_9_13_41_59,3.72,93,-3.55,0.18,-1.1,29.09,45.77,988.07,0.2,2.5,35.78,52.73,38.88,986.02
2025_10_9_13_41_59,3.69,93,-3.49,0.17,-1.18,29.1,45.76,988.09,1.2,0.9,35.78,52.76,38.86,985.98
2025_10_9_13_41_59,3.69,91,-3.47,0.04,-1.25,29.06,45.8,988.11,0.7,2.8,35.77,52.74,38.86,985.98
2025_10_9_13_42_0,3.61,89,-3.39,-0.04,-1.23,29.09,45.82,988.11,-1,1.6,35.79,52.71,38.86,986.1
2025_10_9_13_42_0,3.65,87,-3.44,-0.16,-1.22,29.06,45.84,988.13,2.6,1.1,35.76,52.74,38.86,986.1
2025_10_9_13_42_0,3.58,85,-3.39,-0.3,-1.1,29.08,45.76,988.14,-0.6,2.7,35.75,52.76,38.86,986.22
2025_10_9_13_42_0,3.45,84,-3.26,-0.33,-1.08,29.08,45.78,988.14,-1.8,0.6,35.77,52.77,38.84,986.06
2025_10_9_13_42_0,3.29,81,-3.1,-0.46,-0.99,29.09,45.78,988.15,-0.7,1.5,35.76,52.79,38.86,986.22
2025_10_9_13_42_1,3.1,83,-2.91,-0.36,-1.01,29.07,45.81,988.15,1.6,0.9,35.77,52.7,38.86,986.1
2025_10_9_13_42_1,2.87,81,-2.67,-0.41,-0.99,29.06,45.78,988.17,0.3,1.5,35.77,52.76,38.84,986.18
2025_10_9_13_42_1,2.72,78,-2.49,-0.55,-0.95,29.11,45.74,988.19,-0.1,3.2,35.76,52.73,38.86,986.22
2025_10_9_13_42_1,2.94,75,-2.68,-0.73,-0.97,29.08,45.8,988.18,0,2.7,35.75,52.8,38.84,986.06
2025_10_9_13_42_1,2.94,74,-2.69,-0.76,-0.92,29.08,45.8,988.19,0.8,0.1,35.76,52.79,38.84,986.41
2025_10_9_13_42_2,2.89,77,-2.68,-0.64,-0.86,29.07,45.76,988.2,-1.8,1.8,35.79,52.84,38.84,986.18
2025_10_9_13_42_2,2.94,74,-2.7,-0.75,-0.9,29.13,45.78,988.2,-0.8,1.9,35.77,52.82,38.84,986.29
2025_10_9_13_42_2,2.89,73,-2.63,-0.81,-0.89,29.14,45.78,988.2,-0.2,0.7,35.79,52.8,38.84,986.41
2025_10_9_13_42_2,2.83,74,-2.62,-0.76,-0.78,29.18,45.76,988.2,-0.7,1.8,35.78,52.84,38.84,986.29
2025_10_9_13_42_2,2.91,73,-2.65,-0.8,-0.89,29.14,45.81,988.19,-0.8,4.5,35.79,52.85,38.84,986.18
2025_10_9_13_42_3,2.86,73,-2.6,-0.77,-0.9,29.14,45.8,988.21,-0.3,1.5,35.78,52.84,38.82,986.14
2025_10_9_13_42_3,2.65,72,-2.39,-0.77,-0.84,29.17,45.75,988.21,0,0.5,35.79,52.86,38.82,986.25
2025_10_9_13_42_3,2.65,72,-2.38,-0.8,-0.86,29.21,45.82,988.22,-1.4,2.6,35.79,52.8,38.84,986.18
2025_10_9_13_42_3,2.59,72,-2.3,-0.74,-0.93,29.16,45.86,988.21,0.8,0.5,35.79,52.85,38.82,986.25
2025_10_9_13_42_3,2.57,72,-2.31,-0.73,-0.86,29.17,45.8,988.22,-1.4,0.8,35.79,52.82,38.82,986.37
2025_10_9_13_42_4,2.49,74,-2.25,-0.66,-0.85,29.15,45.8,988.22,-0.2,1.5,35.8,52.86,38.82,986.25
2025_10_9_13_42_4,2.6,73,-2.33,-0.7,-0.91,29.2,45.83,988.22,-0.3,0.9,35.8,52.82,38.82,986.25
2025_10_9_13_42_4,2.74,76,-2.51,-0.6,-0.93,29.18,45.85,988.21,-0.1,1.1,35.79,52.91,38.81,986.21
