Time Stamp,Wind Speed (m/s),2D Wind Speed (m/s),Horizontal Wind Direction (Degrees),U Vector (m/s),V Vector (m/s),W Vector (m/s),Temperature (TSM) (C),Relative Humidity (TSM) (%),Dew Point (TSM) (C),Absolute Pressure (TSM) (hPa),Air Density (TSM) (kg/m^3),Pitch Angle (Degrees),Roll Angle (Degrees),Magnetic Heading (Degrees),True Heading (Degrees),Temperature (AHT10) (C),Relative Humidity (AHT10) (%),Temperature (MS5611) (C),Absolute Pressure (MS5611) (hPa)
2024_3_27_12_0_27,5.09,5.08,54,-4.1,-3.0,0.3,22.98,92.44,21.69,966.46,1.122993,4.2,-11.8,328,328,24.45,97.45,24.65,966.92
2024_3_27_12_0_27,5.09,5.06,52,-3.98,-3.14,0.49,22.9,92.92,21.69,966.5,1.1233267,16.3,-7.3,324,324,24.46,97.43,24.65,967.03
2024_3_27_12_0_27,4.74,4.74,54,-3.85,-2.77,0.13,22.88,92.99,21.69,966.59,1.1235062,2.9,-6.5,332,332,24.45,97.43,24.64,967.1
2024_3_27_12_0_27,4.9,4.9,54,-3.97,-2.88,-0.02,22.82,93.44,21.7,966.56,1.1237193,17.2,-7.7,323,323,24.45,97.42,24.65,966.92
2024_3_27_12_0_27,5.36,5.31,54,-4.3,-3.12,0.68,22.88,93.1,21.7,966.65,1.1235815,3.9,10.5,345,345,24.46,97.42,24.64,966.99
2024_3_27_12_0_28,4.86,4.82,50,-3.71,-3.07,0.69,23.04,92.06,21.67,966.6,1.1229552,1.5,2.3,339,339,24.46,97.41,24.65,967.25
2024_3_27_12_0_28,5.5,5.49,55,-4.51,-3.14,0.28,22.93,92.77,21.7,966.64,1.1233714,13.9,-3.6,328,328,24.46,97.42,24.65,967.25
2024_3_27_12_0_28,5.34,5.32,54,-4.32,-3.11,0.47,23.0,92.4,21.7,966.69,1.1231893,-4.1,-5.7,335,335,24.47,97.41,24.65,967.36
2024_3_27_12_0_28,5.24,5.21,57,-4.37,-2.85,0.49,22.85,93.1,21.68,966.76,1.1238312,5.0,-7.3,331,331,24.47,97.4,24.65,967.36
2024_3_27_12_0_28,4.77,4.76,57,-4.0,-2.59,0.04,22.88,93.04,21.69,966.73,1.1236957,-1.5,-34.2,321,321,24.47,97.4,24.65,967.25
2024_3_27_12_0_28,4.78,4.77,56,-3.98,-2.63,0.29,22.94,92.68,21.69,966.79,1.123523,7.9,-9.1,328,328,24.47,97.38,24.65,967.36
2024_3_27_12_0_28,5.16,5.13,54,-4.14,-3.03,0.48,22.93,92.93,21.72,966.79,1.1235473,-2.2,-5.7,334,334,24.47,97.39,24.65,967.25
2024_3_27_12_0_28,4.65,4.6,53,-3.68,-2.76,0.7,23.09,91.87,21.69,966.81,1.1229765,7.5,-6.1,331,331,24.48,97.36,24.65,967.25
2024_3_27_12_0_28,4.93,4.91,57,-4.13,-2.66,0.39,22.99,92.36,21.68,966.87,1.1234365,5.0,-2.3,335,335,24.48,97.36,24.67,967.29
2024_3_27_12_0_28,5.14,5.11,57,-4.27,-2.81,0.58,22.81,93.45,21.7,966.86,1.1240957,-4.8,-1.3,337,337,24.48,97.36,24.65,967.36
2024_3_27_12_0_29,4.45,4.43,57,-3.72,-2.41,0.41,22.83,93.39,21.71,966.91,1.1240673,-4.4,-14.5,330,330,24.48,97.34,24.65,967.47
2024_3_27_12_0_29,4.93,4.93,58,-4.19,-2.59,0.02,22.71,94.11,21.71,966.89,1.1245105,19.7,-14.0,318,318,24.49,97.33,24.65,967.47
2024_3_27_12_0_29,5.25,5.24,57,-4.39,-2.86,0.37,22.9,92.95,21.7,966.98,1.1238862,-18.3,1.2,343,343,24.49,97.32,24.65,967.47
2024_3_27_12_0_29,5.03,5.01,58,-4.26,-2.64,0.46,22.8,93.6,21.71,966.97,1.1242518,-10.2,-7.0,336,336,24.49,97.31,24.65,967.47
2024_3_27_12_0_29,4.24,4.22,54,-3.42,-2.46,0.45,22.9,92.97,21.71,966.97,1.1238666,4.1,-21.6,323,323,24.49,97.3,24.65,967.58
2024_3_27_12_0_29,4.73,4.73,57,-3.98,-2.56,0.19,22.74,93.85,21.7,967.0,1.124522,-5.8,6.1,345,345,24.49,97.29,24.67,967.62
2024_3_27_12_0_29,5.11,5.07,58,-4.31,-2.67,0.56,22.91,92.83,21.69,967.05,1.1239542,7.5,-16.1,325,325,24.5,97.29,24.67,967.4
2024_3_27_12_0_29,4.53,4.49,58,-3.81,-2.38,0.58,22.91,92.88,21.7,967.05,1.12394,3.0,-7.4,332,332,24.5,97.28,24.67,967.73
2024_3_27_12_0_29,4.4,4.38,56,-3.61,-2.47,0.37,22.8,93.57,21.71,967.13,1.124455,12.3,-9.3,326,326,24.5,97.27,24.67,967.73
2024_3_27_12_0_29,4.92,4.91,57,-4.14,-2.65,0.23,22.86,93.34,21.73,967.18,1.1242611,-4.5,1.5,340,340,24.5,97.26,24.67,967.62
2024_3_27_12_0_30,4.96,4.94,59,-4.23,-2.56,0.4,22.83,93.3,21.69,967.18,1.1243994,5.0,-10.4,330,330,24.51,97.26,24.67,967.62
2024_3_27_12_0_30,4.39,4.37,60,-3.77,-2.22,0.39,23.0,92.34,21.69,967.2,1.1237695,4.4,-13.8,327,327,24.51,97.25,24.67,967.73
2024_3_27_12_0_30,4.45,4.45,58,-3.76,-2.38,-0.02,22.87,93.24,21.72,967.29,1.1243629,1.5,-2.5,336,336,24.51,97.24,24.69,967.77
2024_3_27_12_0_30,4.74,4.74,57,-3.96,-2.6,-0.14,22.87,93.24,21.72,967.32,1.1243827,9.3,-2.5,332,332,24.51,97.23,24.69,967.77
2024_3_27_12_0_30,5.15,5.14,56,-4.24,-2.91,0.3,22.85,93.41,21.72,967.3,1.1244662,15.0,-18.5,320,320,24.51,97.22,24.69,967.77
2024_3_27_12_0_30,4.57,4.54,55,-3.71,-2.62,0.49,22.99,92.58,21.72,967.25,1.1238507,-18.5,5.7,347,347,24.52,97.23,24.69,967.88
2024_3_27_12_0_30,4.46,4.46,54,-3.62,-2.6,0.04,22.99,92.44,21.7,967.34,1.1239706,11.5,-9.8,326,326,24.52,97.21,24.69,967.99
2024_3_27_12_0_30,4.64,4.64,55,-3.8,-2.66,-0.04,22.82,93.61,21.74,967.37,1.1246148,16.9,-10.6,324,324,24.52,97.2,24.69,967.88
2024_3_27_12_0_30,4.82,4.82,55,-3.94,-2.78,0.12,22.91,92.88,21.7,967.42,1.1243738,4.8,-9.5,329,329,24.52,97.21,24.69,967.77
2024_3_27_12_0_30,4.53,4.53,52,-3.57,-2.79,0.03,22.88,93.22,21.72,967.41,1.1244782,0.3,-7.1,333,333,24.53,97.21,24.69,967.88
2024_3_27_12_0_31,4.87,4.87,51,-3.79,-3.05,0.03,22.87,93.21,21.71,967.35,1.1244508,15.7,-18.3,320,320,24.53,97.21,24.69,967.77
2024_3_27_12_0_31,4.75,4.75,54,-3.83,-2.81,0.04,22.85,93.24,21.7,967.46,1.1246572,-9.5,12.8,350,350,24.53,97.2,24.69,967.88
2024_3_27_12_0_31,4.63,4.63,54,-3.73,-2.74,0.21,23.0,92.5,21.71,967.51,1.1241442,0.3,-6.9,333,333,24.54,97.19,24.69,967.99
2024_3_27_12_0_31,4.5,4.5,50,-3.43,-2.91,0.2,23.18,91.42,21.7,967.52,1.1234652,17.4,-26.5,316,316,24.54,97.19,24.7,968.2
2024_3_27_12_0_31,4.55,4.55,54,-3.66,-2.7,0.12,23.08,92.17,21.74,967.55,1.1238443,-14.2,8.7,348,348,24.54,97.19,24.7,968.14
2024_3_27_12_0_31,5.33,5.29,55,-4.33,-3.03,0.69,23.27,90.96,21.71,967.6,1.1232002,1.0,-0.4,337,337,24.55,97.17,24.7,968.03
2024_3_27_12_0_31,4.7,4.64,54,-3.76,-2.72,0.75,23.11,92.06,21.75,967.58,1.1237736,2.5,-22.3,324,324,24.55,97.18,24.7,968.2
2024_3_27_12_0_31,4.43,4.42,54,-3.59,-2.58,0.3,23.12,91.79,21.71,967.58,1.1237476,7.5,-17.1,325,325,24.55,97.17,24.7,968.14
2024_3_27_12_0_31,4.88,4.87,53,-3.92,-2.9,0.23,23.12,91.79,21.71,967.67,1.1238487,4.2,2.8,338,338,24.55,97.17,24.7,968.03
2024_3_27_12_0_31,4.95,4.93,49,-3.73,-3.21,0.46,23.08,92.14,21.73,967.74,1.1240839,12.1,-12.6,324,324,24.55,97.17,24.7,968.14
2024_3_27_12_0_32,4.97,4.96,53,-3.96,-2.98,0.33,23.11,92.02,21.74,967.67,1.1239012,1.4,-3.0,336,336,24.56,97.17,24.7,968.14
2024_3_27_12_0_32,5.03,5.03,53,-4.03,-3.0,0.15,23.21,91.41,21.74,967.71,1.1235348,0.8,2.4,339,339,24.56,97.16,24.72,968.18
2024_3_27_12_0_32,4.97,4.96,49,-3.77,-3.22,0.18,23.07,92.23,21.74,967.72,1.1240894,0.8,-1.5,337,337,24.56,97.14,24.7,968.2
2024_3_27_12_0_32,4.4,4.39,49,-3.34,-2.86,0.27,23.06,92.11,21.71,967.81,1.1242496,-5.1,-14.4,330,330,24.57,97.15,24.7,968.36
2024_3_27_12_0_32,4.34,4.32,60,-3.74,-2.16,0.34,23.08,92.2,21.74,967.84,1.1242162,8.7,-12.7,326,326,24.57,97.14,24.72,968.25
2024_3_27_12_0_32,4.26,4.26,62,-3.77,-1.99,-0.05,23.06,92.22,21.72,967.87,1.124324,7.8,-2.1,334,334,24.57,97.14,24.72,968.25
2024_3_27_12_0_32,4.6,4.6,59,-3.92,-2.4,0.1,23.16,91.59,21.71,967.84,1.1239194,12.2,-14.0,323,323,24.57,97.14,24.7,968.2
2024_3_27_12_0_32,5.15,5.11,56,-4.22,-2.88,0.59,22.94,92.87,21.72,967.92,1.1248349,17.9,-10.8,322,322,24.58,97.12,24.72,968.25
2024_3_27_12_0_32,4.57,4.51,59,-3.87,-2.31,0.7,23.05,92.18,21.71,967.97,1.124505,-13.2,8.0,347,347,24.58,97.11,24.72,968.51
2024_3_27_12_0_32,4.37,4.35,58,-3.69,-2.31,0.45,23.03,92.46,21.74,967.96,1.1245174,4.4,-10.0,330,330,24.58,97.1,24.72,968.4
2024_3_27_12_0_33,4.59,4.58,57,-3.83,-2.52,0.24,22.99,92.64,21.73,967.99,1.124729,9.9,-1.9,333,333,24.59,97.11,24.72,968.51
2024_3_27_12_0_33,4.93,4.93,53,-3.94,-2.96,0.05,23.09,92.1,21.74,968.02,1.1243645,5.1,5.3,341,341,24.59,97.09,24.72,968.51
2024_3_27_12_0_33,5.13,5.1,54,-4.13,-2.99,0.57,23.09,91.97,21.71,968.06,1.1244516,0.4,-4.4,336,336,24.59,97.09,24.72,968.51
2024_3_27_12_0_33,4.39,4.36,52,-3.44,-2.68,0.48,23.05,92.21,21.71,968.07,1.1246055,13.0,-18.8,321,321,24.59,97.08,24.72,968.62
2024_3_27_12_0_33,4.2,4.2,54,-3.4,-2.46,0.03,23.08,92.13,21.73,968.04,1.1244435,8.1,-14.4,326,326,24.6,97.06,24.72,968.73
2024_3_27_12_0_33,4.54,4.53,57,-3.79,-2.47,-0.39,23.0,92.6,21.74,968.11,1.1248094,-11.4,-10.7,334,334,24.6,97.05,24.74,968.66
2024_3_27_12_0_33,5.22,5.22,52,-4.13,-3.19,0.2,22.91,93.02,21.72,968.16,1.1252142,4.8,-13.7,328,328,24.6,97.05,24.74,968.66
2024_3_27_12_0_33,4.5,4.47,52,-3.53,-2.74,0.51,22.76,93.88,21.72,968.21,1.1258622,3.6,-16.0,327,327,24.6,97.03,24.74,968.77
2024_3_27_12_0_33,4.45,4.43,50,-3.4,-2.84,0.37,23.11,91.98,21.74,968.23,1.124531,3.7,6.4,342,342,24.6,97.03,24.72,968.62
2024_3_27_12_0_33,5.03,5.03,55,-4.12,-2.88,-0.01,22.88,93.28,21.73,968.28,1.1254904,7.7,2.6,338,338,24.61,97.04,24.74,968.77
2024_3_27_12_0_34,5.07,5.04,54,-4.06,-2.98,0.54,22.96,92.81,21.74,968.22,1.1250925,7.2,-3.2,333,333,24.61,97.03,24.74,968.88
2024_3_27_12_0_34,5.09,5.08,55,-4.16,-2.93,0.09,22.94,93.01,21.75,968.3,1.125272,13.8,-25.5,318,318,24.61,97.02,24.74,968.77
2024_3_27_12_0_34,4.95,4.95,51,-3.84,-3.12,0.09,22.92,93.13,21.75,968.28,1.1252991,-8.9,-1.2,339,339,24.61,97.0,24.74,968.77
2024_3_27_12_0_34,5.26,5.24,46,-3.77,-3.64,0.45,22.98,92.7,21.74,968.34,1.1251438,-2.9,-3.2,337,337,24.61,97.0,24.74,968.88
2024_3_27_12_0_34,4.94,4.94,51,-3.85,-3.1,0.13,23.1,92.03,21.73,968.38,1.1247574,11.7,-20.6,321,321,24.61,96.99,24.76,969.03
2024_3_27_12_0_34,4.88,4.88,52,-3.86,-2.97,-0.04,23.06,92.26,21.74,968.35,1.1248664,17.0,-18.9,318,318,24.62,96.99,24.74,968.88
2024_3_27_12_0_34,5.26,5.26,55,-4.32,-3.0,0.03,22.97,92.8,21.74,968.37,1.1252578,-17.2,16.0,354,354,24.62,96.98,24.76,968.92
2024_3_27_12_0_34,4.93,4.89,50,-3.76,-3.13,0.61,23.01,92.48,21.72,968.44,1.1251807,2.6,-20.1,325,325,24.63,96.97,24.76,968.92
2024_3_27_12_0_34,4.42,4.36,54,-3.5,-2.59,0.76,23.1,91.95,21.72,968.49,1.1248803,14.5,-35.7,315,315,24.63,96.95,24.76,969.03
2024_3_27_12_0_34,4.2,4.19,50,-3.2,-2.7,0.33,23.05,92.31,21.74,968.46,1.1250194,-3.1,2.1,341,341,24.63,96.95,24.76,969.03
2024_3_27_12_0_35,4.65,4.65,53,-3.7,-2.82,0.18,22.96,92.83,21.73,968.54,1.1254834,-8.1,16.4,353,353,24.63,96.94,24.76,969.03
2024_3_27_12_0_35,4.85,4.81,50,-3.68,-3.1,0.58,23.36,90.74,21.76,968.58,1.123983,9.9,-23.8,320,320,24.63,96.94,24.76,969.03
2024_3_27_12_0_35,4.87,4.86,55,-3.98,-2.79,0.29,22.91,93.23,21.76,968.57,1.1256845,7.6,-8.9,330,330,24.64,96.94,24.76,969.14
2024_3_27_12_0_35,5.22,5.22,55,-4.26,-3.01,0.19,23.06,92.42,21.76,968.56,1.1251127,-5.5,9.1,347,347,24.64,96.93,24.77,969.08
2024_3_27_12_0_35,5.33,5.33,56,-4.4,-3.01,0.25,23.02,92.46,21.74,968.62,1.1253284,-4.1,-15.9,329,329,24.64,96.92,24.76,969.14
2024_3_27_12_0_35,4.67,4.66,52,-3.68,-2.86,0.33,23.04,92.41,21.74,968.69,1.1253383,20.8,-30.0,313,313,24.65,96.91,24.76,969.25
2024_3_27_12_0_35,4.72,4.72,55,-3.88,-2.68,0.05,23.15,91.8,21.74,968.67,1.124893,-11.2,3.2,343,343,24.65,96.9,24.76,969.25
2024_3_27_12_0_35,4.53,4.52,56,-3.75,-2.52,-0.39,23.02,92.5,21.74,968.65,1.1253648,-10.0,1.7,341,341,24.65,96.91,24.77,969.3
2024_3_27_12_0_35,4.66,4.66,56,-3.85,-2.61,-0.08,23.03,92.66,21.77,968.7,1.125373,26.3,-23.9,311,311,24.65,96.89,24.77,969.19
2024_3_27_12_0_35,4.8,4.77,55,-3.91,-2.74,0.48,23.08,92.26,21.75,968.79,1.1253195,4.4,-10.8,330,330,24.65,96.89,24.76,969.14
2024_3_27_12_0_36,4.69,4.68,58,-3.96,-2.48,0.4,23.02,92.64,21.76,968.78,1.1255269,-12.2,3.8,343,343,24.66,96.88,24.77,969.3
2024_3_27_12_0_36,4.51,4.48,56,-3.72,-2.5,0.47,23.11,92.03,21.74,968.78,1.1251853,18.9,-9.9,322,322,24.66,96.87,24.77,969.4
2024_3_27_12_0_36,5.0,5.0,60,-4.3,-2.53,0.18,23.04,92.61,21.78,968.88,1.1255457,15.7,-12.4,322,322,24.66,96.87,24.77,969.3
2024_3_27_12_0_36,5.02,4.99,60,-4.33,-2.48,0.59,22.99,92.76,21.75,968.89,1.1257726,-10.5,14.1,351,351,24.66,96.85,24.77,969.4
2024_3_27_12_0_36,4.25,4.22,57,-3.56,-2.28,0.45,23.13,91.93,21.74,968.91,1.1252723,1.7,-20.2,326,326,24.67,96.85,24.77,969.51
2024_3_27_12_0_36,4.53,4.53,59,-3.9,-2.3,0.06,22.93,93.17,21.77,968.93,1.1260135,18.9,-25.3,316,316,24.67,96.83,24.79,969.56
2024_3_27_12_0_36,5.32,5.32,59,-4.56,-2.74,0.16,23.04,92.53,21.77,968.94,1.1256047,-2.8,6.8,345,345,24.67,96.83,24.77,969.51
2024_3_27_12_0_36,5.22,5.22,57,-4.39,-2.82,0.17,23.12,92.13,21.77,968.94,1.1253302,-8.6,-1.6,340,340,24.67,96.82,24.77,969.51
2024_3_27_12_0_36,5.26,5.24,62,-4.61,-2.5,0.44,23.02,92.74,21.78,969.0,1.1257418,10.5,-23.1,320,320,24.68,96.8,24.79,969.67
2024_3_27_12_0_36,4.47,4.46,59,-3.8,-2.32,0.4,23.22,91.45,21.75,969.05,1.1250842,6.1,-11.6,329,329,24.68,96.8,24.77,969.62
2024_3_27_12_0_37,4.87,4.87,58,-4.12,-2.6,0.1,23.12,92.11,21.77,969.03,1.1254117,-10.3,14.2,351,351,24.68,96.78,24.79,969.56
2024_3_27_12_0_37,5.42,5.41,57,-4.55,-2.93,0.36,23.04,92.56,21.77,969.08,1.1257761,16.0,-11.7,323,323,24.68,96.77,24.77,969.51
2024_3_27_12_0_37,4.75,4.68,61,-4.1,-2.25,0.85,23.06,92.49,21.78,969.12,1.1257304,12.4,-20.1,321,321,24.68,96.76,24.79,969.67
2024_3_27_12_0_37,4.57,4.57,59,-3.91,-2.37,0.09,22.96,92.98,21.76,969.15,1.1261752,0.8,9.7,346,346,24.69,96.76,24.79,969.67
2024_3_27_12_0_37,5.25,5.23,58,-4.43,-2.78,0.52,23.29,91.17,21.77,969.21,1.1249814,2.5,2.6,340,340,24.69,96.74,24.79,969.67
2024_3_27_12_0_37,5.03,4.97,57,-4.15,-2.73,0.76,23.02,92.68,21.77,969.17,1.1259427,22.1,-30.0,313,313,24.69,96.74,24.79,969.78
2024_3_27_12_0_37,4.65,4.63,58,-3.95,-2.42,0.46,23.09,92.34,21.78,969.19,1.1256994,-2.9,-11.8,331,331,24.69,96.74,24.79,969.78
2024_3_27_12_0_37,5.15,5.15,60,-4.44,-2.61,0.22,23.03,92.61,21.77,969.24,1.1259934,-6.6,14.6,351,351,24.69,96.72,24.79,969.67
2024_3_27_12_0_37,5.33,5.3,57,-4.43,-2.9,0.51,23.1,92.26,21.77,969.27,1.1257861,21.8,-19.8,314,314,24.69,96.71,24.79,969.78
2024_3_27_12_0_37,4.75,4.71,64,-4.22,-2.1,0.57,22.9,93.47,21.79,969.24,1.1264768,14.9,-7.3,326,326,24.7,96.7,24.79,969.89
2024_3_27_12_0_38,4.78,4.76,57,-4.01,-2.58,0.42,23.24,91.51,21.77,969.33,1.1253353,-0.8,-0.8,338,338,24.7,96.69,24.81,969.82
2024_3_27_12_0_38,5.66,5.64,56,-4.69,-3.14,0.49,23.05,92.53,21.77,969.3,1.1259902,7.2,-19.1,324,324,24.7,96.68,24.81,969.82
2024_3_27_12_0_38,4.99,4.92,59,-4.19,-2.57,0.84,23.06,92.47,21.77,969.42,1.126103,-2.8,-7.3,334,334,24.7,96.68,24.79,970.0
2024_3_27_12_0_38,5.06,5.06,56,-4.19,-2.84,0.29,23.09,92.29,21.77,969.41,1.1259804,0.0,0.7,339,339,24.71,96.66,24.81,969.82
2024_3_27_12_0_38,5.39,5.36,52,-4.23,-3.29,0.54,22.99,92.81,21.76,969.41,1.1263702,-5.6,-14.3,330,330,24.71,96.66,24.81,969.93
2024_3_27_12_0_38,5.31,5.26,51,-4.08,-3.32,0.79,23.23,91.49,21.77,969.43,1.1254567,11.9,-12.9,324,324,24.71,96.65,24.81,969.93
2024_3_27_12_0_38,4.99,4.98,49,-3.74,-3.29,0.32,23.31,91.14,21.78,969.48,1.1252096,0.6,-1.5,336,336,24.71,96.64,24.81,969.93
2024_3_27_12_0_38,5.46,5.46,52,-4.33,-3.33,0.12,23.22,91.55,21.77,969.51,1.1255914,2.3,-14.7,328,328,24.72,96.64,24.81,969.93
2024_3_27_12_0_38,6.17,6.13,49,-4.63,-4.01,0.72,22.75,94.15,21.76,969.54,1.1274505,-3.5,-11.1,332,332,24.72,96.63,24.81,970.15
2024_3_27_12_0_38,4.53,4.51,53,-3.61,-2.71,0.34,23.16,91.98,21.78,969.5,1.1258242,-1.1,-4.3,335,335,24.72,96.63,24.82,970.19
2024_3_27_12_0_39,5.22,5.22,55,-4.25,-3.03,0.11,23.02,92.76,21.78,969.69,1.1265773,1.3,-12.3,329,329,24.72,96.62,24.81,970.04
2024_3_27_12_0_39,5.13,5.12,52,-4.01,-3.19,0.36,23.13,92.14,21.79,969.62,1.1260378,7.5,-8.5,329,329,24.72,96.61,24.82,970.08
2024_3_27_12_0_39,5.22,5.21,50,-3.98,-3.36,0.37,23.02,92.81,21.79,969.61,1.1264834,3.5,-4.3,334,334,24.72,96.61,24.82,970.08
2024_3_27_12_0_39,5.38,5.38,55,-4.38,-3.12,-0.15,23.09,92.3,21.77,969.69,1.1262929,21.5,-19.1,315,315,24.73,96.62,24.81,970.15
2024_3_27_12_0_39,5.08,5.06,50,-3.9,-3.23,0.43,23.2,91.62,21.76,969.75,1.1259537,-12.6,-2.2,339,339,24.73,96.6,24.82,970.19
2024_3_27_12_0_39,5.23,5.22,48,-3.88,-3.49,0.34,23.14,92.14,21.79,969.71,1.1261302,-11.9,-5.0,337,337,24.73,96.58,24.82,970.19
2024_3_27_12_0_39,4.9,4.9,55,-4.02,-2.81,-0.01,22.99,92.94,21.78,969.8,1.1268206,14.1,-19.6,320,320,24.73,96.59,24.82,970.19
2024_3_27_12_0_39,5.07,5.06,58,-4.27,-2.72,0.33,23.17,91.95,21.79,969.76,1.1260713,1.9,-10.2,331,331,24.73,96.58,24.82,970.19
2024_3_27_12_0_39,5.41,5.39,59,-4.62,-2.78,0.42,23.06,92.59,21.79,969.81,1.1265638,-1.5,7.2,344,344,24.74,96.57,24.82,970.3
2024_3_27_12_0_39,5.26,5.22,51,-4.05,-3.29,0.65,23.2,91.72,21.78,969.85,1.1260592,14.6,-16.1,321,321,24.74,96.57,24.82,970.41
2024_3_27_12_0_40,5.11,5.08,51,-3.95,-3.2,0.51,23.19,91.8,21.78,969.82,1.1260558,8.9,-15.4,325,325,24.74,96.57,24.84,970.45
2024_3_27_12_0_40,5.07,5.07,56,-4.2,-2.85,0.09,23.37,90.69,21.76,969.93,1.1255249,-8.9,6.3,345,345,24.74,96.55,24.84,970.45
2024_3_27_12_0_40,5.28,5.27,54,-4.25,-3.11,0.32,23.18,91.87,21.78,969.93,1.1262246,13.0,-9.3,326,326,24.75,96.54,24.82,970.41
2024_3_27_12_0_40,5.02,5.01,57,-4.21,-2.73,0.26,23.02,92.82,21.79,969.97,1.1268914,-2.3,-19.1,327,327,24.75,96.54,24.84,970.56
2024_3_27_12_0_40,4.8,4.79,55,-3.95,-2.72,0.34,23.13,92.13,21.78,969.99,1.1264963,-4.7,-5.8,335,335,24.75,96.52,24.84,970.67
2024_3_27_12_0_40,4.89,4.89,56,-4.06,-2.73,0.08,23.15,92.01,21.78,970.01,1.1264484,12.0,-4.1,330,330,24.75,96.52,24.84,970.56
2024_3_27_12_0_40,5.01,5.01,55,-4.1,-2.87,0.24,23.13,92.27,21.81,970.06,1.1265463,12.8,-28.6,318,318,24.76,96.5,24.84,970.67
2024_3_27_12_0_40,4.82,4.78,60,-4.12,-2.43,0.56,23.21,91.69,21.78,970.07,1.1262965,2.3,-1.4,337,337,24.76,96.51,24.84,970.67
2024_3_27_12_0_40,4.79,4.77,58,-4.04,-2.54,0.41,23.14,92.09,21.79,970.1,1.1265639,-14.0,18.2,355,355,24.76,96.49,24.84,970.56
2024_3_27_12_0_40,5.08,5.07,58,-4.29,-2.71,0.14,23.17,91.84,21.77,970.12,1.1264893,18.1,-22.3,317,317,24.76,96.48,24.86,970.6
2024_3_27_12_0_41,4.98,4.92,61,-4.31,-2.37,0.78,23.2,91.76,21.78,970.16,1.1264369,10.7,-11.7,326,326,24.76,96.48,24.84,970.89
2024_3_27_12_0_41,4.86,4.82,56,-4.02,-2.66,0.6,23.09,92.43,21.79,970.19,1.1268746,-2.1,8.8,346,346,24.76,96.46,24.84,970.67
2024_3_27_12_0_41,5.08,5.07,58,-4.31,-2.67,0.28,23.22,91.78,21.81,970.19,1.1263633,-2.2,-6.5,334,334,24.77,96.46,24.86,970.71
2024_3_27_12_0_41,5.47,5.41,58,-4.57,-2.91,0.78,23.14,92.19,21.8,970.28,1.1267961,13.3,-24.3,318,318,24.77,96.45,24.86,970.82
2024_3_27_12_0_41,4.88,4.8,58,-4.1,-2.51,0.83,23.16,92.16,21.82,970.3,1.1267204,-5.6,5.2,343,343,24.77,96.44,24.84,970.78
2024_3_27_12_0_41,4.55,4.55,56,-3.75,-2.57,0.21,23.28,91.29,21.78,970.27,1.1262704,1.4,-9.5,331,331,24.77,96.42,24.86,970.82
2024_3_27_12_0_41,5.08,5.07,55,-4.14,-2.92,0.32,23.33,91.09,21.79,970.31,1.126098,14.8,-13.7,323,323,24.78,96.41,24.86,970.71
2024_3_27_12_0_41,5.36,5.31,55,-4.36,-3.03,0.72,23.23,91.71,21.8,970.36,1.1265317,-6.7,-11.6,333,333,24.78,96.42,24.86,970.82
2024_3_27_12_0_41,4.42,4.39,51,-3.4,-2.78,0.51,23.26,91.7,21.83,970.38,1.1264212,2.6,-2.5,336,336,24.78,96.4,24.86,970.93
2024_3_27_12_0_41,5.05,5.05,57,-4.22,-2.77,0.21,22.96,93.14,21.79,970.4,1.1276193,10.0,2.8,337,337,24.78,96.39,24.86,970.93
2024_3_27_12_0_42,5.27,5.26,51,-4.07,-3.32,0.37,23.21,91.89,21.82,970.44,1.1266918,4.1,-17.9,326,326,24.79,96.38,24.86,970.93
2024_3_27_12_0_42,5.09,5.03,54,-4.04,-2.99,0.79,23.18,92.05,21.81,970.47,1.1268513,14.0,-11.1,324,324,24.79,96.37,24.88,970.97
2024_3_27_12_0_42,4.73,4.7,53,-3.77,-2.81,0.5,23.18,91.98,21.81,970.51,1.1268795,-8.1,-4.4,337,337,24.79,96.36,24.86,971.04
2024_3_27_12_0_42,5.39,5.39,54,-4.36,-3.16,-0.01,23.31,91.39,21.83,970.5,1.1263865,10.1,-10.0,327,327,24.79,96.37,24.88,970.97
2024_3_27_12_0_42,4.96,4.88,58,-4.12,-2.61,0.92,23.16,92.13,21.81,970.57,1.1270614,7.9,-19.0,323,323,24.8,96.36,24.88,971.08
2024_3_27_12_0_42,5.26,5.17,60,-4.49,-2.56,1.0,23.53,90.08,21.81,970.58,1.1256301,5.3,-3.9,334,334,24.8,96.34,24.88,971.08
2024_3_27_12_0_42,4.84,4.82,54,-3.9,-2.84,0.36,23.34,91.12,21.81,970.6,1.1263784,-0.2,2.1,340,340,24.8,96.34,24.88,971.19
2024_3_27_12_0_42,5.27,5.2,55,-4.24,-3.02,0.83,23.22,91.91,21.83,970.6,1.1268247,17.0,-26.5,316,316,24.8,96.34,24.88,971.08
2024_3_27_12_0_42,5.1,5.03,60,-4.36,-2.5,0.85,23.18,92.1,21.83,970.62,1.1269946,0.4,6.2,342,342,24.81,96.33,24.88,971.08
2024_3_27_12_0_42,5.28,5.25,55,-4.28,-3.04,0.5,23.24,91.84,21.83,970.71,1.1268984,13.2,4.3,337,337,24.81,96.31,24.89,971.12
2024_3_27_12_0_43,5.37,5.24,59,-4.49,-2.7,1.2,23.28,91.47,21.81,970.71,1.1267734,18.8,-23.6,315,315,24.81,96.32,24.89,971.23
