Time Stamp,Wind Speed (m/s),2D Wind Speed (m/s),Horizontal Wind Direction (Degrees),U Vector (m/s),V Vector (m/s),W Vector (m/s),Temperature (TSM) (C),Relative Humidity (TSM) (%),Dew Point (TSM) (C),Absolute Pressure (TSM) (hPa),Air Density (TSM) (kg/m^3),Pitch Angle (Degrees),Roll Angle (Degrees),Magnetic Heading (Degrees),True Heading (Degrees),Temperature (AHT10) (C),Relative Humidity (AHT10) (%),Temperature (MS5611) (C),Absolute Pressure (MS5611) (hPa)
2025_10_9_13_12_42,,00.57,D,105,U,-00.55,V,00.15,W,00.06,T,30.48,H,42.84,P,1000.49,PI,-000.1,RO,-000.3,MD,009,38.42,48.27,42.61,998.65
2025_10_9_13_12_43,,00.84,D,097,U,-00.83,V,00.10,W,00.08,T,30.60,H,42.83,P,1000.50,PI,-000.1,RO,-000.3,MD,009,38.40,48.24,42.61,998.65
2025_10_9_13_12_43,,00.82,D,090,U,-00.82,V,-00.00,W,00.05,T,31.11,H,42.83,P,1000.50,PI,-000.1,RO,-000.3,MD,009,38.40,48.23,42.61,998.53
2025_10_9_13_12_43,,00.83,D,088,U,-00.83,V,-00.02,W,00.04,T,31.12,H,42.87,P,1000.50,PI,-000.1,RO,-000.3,MD,009,38.38,48.19,42.63,998.69
2025_10_9_13_12_43,,00.89,D,108,U,-00.85,V,00.28,W,00.03,T,30.76,H,42.87,P,1000.51,PI,-000.1,RO,-000.3,MD,009,38.39,48.22,42.63,998.57
2025_10_9_13_12_43,,00.86,D,109,U,-00.81,V,00.27,W,00.07,T,31.33,H,42.86,P,1000.51,PI,-000.1,RO,-000.3,MD,009,38.41,48.26,42.65,998.73
2025_10_9_13_12_44,,00.77,D,100,U,-00.75,V,00.14,W,00.11,T,31.74,H,42.89,P,1000.51,PI,-000.1,RO,-000.3,MD,009,38.40,48.22,42.65,998.73
2025_10_9_13_12_44,,00.77,D,085,U,-00.76,V,-00.07,W,-00.01,T,31.87,H,42.87,P,1000.52,PI,-000.1,RO,-000.3,MD,009,38.41,48.24,42.63,998.69
2025_10_9_13_12_44,,00.69,D,089,U,-00.69,V,-00.01,W,00.05,T,32.14,H,42.86,P,1000.50,PI,-000.1,RO,-000.3,MD,009,38.41,48.20,42.65,998.73
2025_10_9_13_12_44,,00.85,D,111,U,-00.76,V,00.29,W,00.23,T,31.53,H,42.90,P,1000.52,PI,-000.1,RO,-000.3,MD,009,38.39,48.23,42.65,998.61
2025_10_9_13_12_44,,00.95,D,114,U,-00.86,V,00.38,W,00.11,T,31.06,H,42.90,P,1000.51,PI,-000.1,RO,-000.3,MD,009,38.39,48.20,42.65,998.61
2025_10_9_13_12_45,,00.82,D,109,U,-00.77,V,00.26,W,00.10,T,31.08,H,42.90,P,1000.50,PI,-000.1,RO,-000.3,MD,009,38.39,48.22,42.65,998.61
2025_10_9_13_12_45,,00.78,D,115,U,-00.69,V,00.32,W,00.15,T,30.89,H,42.91,P,1000.51,PI,-000.1,RO,-000.3,MD,009,38.39,48.21,42.67,998.65
2025_10_9_13_12_45,,00.80,D,117,U,-00.70,V,00.36,W,00.15,T,30.42,H,42.93,P,1000.52,PI,-000.1,RO,-000.3,MD,009,38.41,48.22,42.67,998.65
2025_10_9_13_12_45,,00.91,D,098,U,-00.90,V,00.12,W,00.10,T,30.17,H,42.96,P,1000.50,PI,-000.1,RO,-000.3,MD,009,38.39,48.21,42.67,998.53
2025_10_9_13_12_45,,00.97,D,096,U,-00.96,V,00.11,W,00.07,T,30.01,H,42.92,P,1000.50,PI,-000.1,RO,-000.3,MD,009,38.40,48.13,42.68,998.69
2025_10_9_13_12_46,,01.00,D,100,U,-00.98,V,00.18,W,00.11,T,29.85,H,43.01,P,1000.51,PI,-000.1,RO,-000.3,MD,008,38.40,48.23,42.68,998.69
2025_10_9_13_12_46,,01.10,D,108,U,-01.04,V,00.34,W,00.16,T,29.85,H,42.97,P,1000.50,PI,-000.1,RO,-000.3,MD,009,38.40,48.21,42.68,998.57
2025_10_9_13_12_46,,01.13,D,116,U,-01.02,V,00.49,W,00.07,T,29.85,H,43.01,P,1000.51,PI,-000.1,RO,-000.3,MD,009,38.39,48.21,42.68,998.69
2025_10_9_13_12_46,,01.26,D,115,U,-01.14,V,00.52,W,00.08,T,29.95,H,42.99,P,1000.50,PI,-000.1,RO,-000.3,MD,009,38.39,48.19,42.68,998.69
2025_10_9_13_12_46,,01.38,D,106,U,-01.32,V,00.37,W,00.08,T,29.99,H,43.04,P,1000.49,PI,-000.1,RO,-000.3,MD,009,38.42,48.18,42.68,998.57
2025_10_9_13_12_47,,01.38,D,102,U,-01.35,V,00.28,W,-00.07,T,29.97,H,43.03,P,1000.49,PI,-000.1,RO,-000.3,MD,008,38.41,48.18,42.70,998.73
2025_10_9_13_12_47,,01.57,D,104,U,-01.51,V,00.38,W,00.21,T,29.93,H,42.96,P,1000.49,PI,-000.1,RO,-000.3,MD,009,38.42,48.17,42.70,998.61
2025_10_9_13_12_47,,01.54,D,105,U,-01.49,V,00.39,W,00.05,T,29.56,H,42.98,P,1000.50,PI,-000.1,RO,-000.3,MD,008,38.39,48.19,42.70,998.73
2025_10_9_13_12_47,,01.45,D,103,U,-01.42,V,00.33,W,-00.02,T,29.40,H,43.01,P,1000.51,PI,-000.1,RO,-000.3,MD,009,38.41,48.22,42.70,998.61
2025_10_9_13_12_47,,01.51,D,107,U,-01.43,V,00.43,W,00.18,T,29.33,H,42.98,P,1000.49,PI,-000.1,RO,-000.3,MD,009,38.43,48.20,42.72,998.77
2025_10_9_13_12_48,,01.60,D,092,U,-01.56,V,00.07,W,00.35,T,29.20,H,43.00,P,1000.50,PI,-000.1,RO,-000.3,MD,009,38.43,48.19,42.72,998.65
2025_10_9_13_12_48,,01.56,D,091,U,-01.52,V,00.04,W,00.32,T,29.20,H,42.95,P,1000.51,PI,-000.1,RO,-000.3,MD,008,38.41,48.19,42.72,998.65
2025_10_9_13_12_48,,01.36,D,096,U,-01.34,V,00.15,W,00.15,T,29.22,H,42.98,P,1000.50,PI,-000.1,RO,-000.3,MD,009,38.42,48.22,42.72,998.53
2025_10_9_13_12_48,,01.31,D,094,U,-01.30,V,00.10,W,00.13,T,29.18,H,42.99,P,1000.50,PI,-000.1,RO,-000.3,MD,009,38.44,48.19,42.74,998.69
2025_10_9_13_12_48,,01.28,D,095,U,-01.27,V,00.12,W,00.10,T,29.18,H,43.01,P,1000.49,PI,-000.1,RO,-000.3,MD,009,38.42,48.21,42.74,998.69
2025_10_9_13_12_49,,01.28,D,097,U,-01.27,V,00.15,W,00.02,T,29.18,H,43.00,P,1000.49,PI,-000.1,RO,-000.3,MD,009,38.46,48.19,42.74,998.69
2025_10_9_13_12_49,,01.23,D,095,U,-01.23,V,00.10,W,00.03,T,29.17,H,42.97,P,1000.51,PI,-000.1,RO,-000.3,MD,009,38.43,48.24,42.74,998.69
2025_10_9_13_12_49,,01.25,D,101,U,-01.22,V,00.24,W,-00.07,T,29.31,H,42.96,P,1000.50,PI,-000.1,RO,-000.3,MD,009,38.44,48.19,42.75,998.61
2025_10_9_13_12_49,,01.27,D,101,U,-01.24,V,00.24,W,-00.12,T,29.33,H,42.94,P,1000.51,PI,-000.1,RO,-000.3,MD,009,38.43,48.21,42.75,998.73
