Time Stamp,Wind Speed (m/s),2D Wind Speed (m/s),Horizontal Wind Direction (Degrees),U Vector (m/s),V Vector (m/s),W Vector (m/s),Temperature (TSM) (C),Relative Humidity (TSM) (%),Dew Point (TSM) (C),Absolute Pressure (TSM) (hPa),Air Density (TSM) (kg/m^3),Pitch Angle (Degrees),Roll Angle (Degrees),Magnetic Heading (Degrees),True Heading (Degrees),Temperature (AHT10) (C),Relative Humidity (AHT10) (%),Temperature (MS5611) (C),Absolute Pressure (MS5611) (hPa)
2024_3_25_16_41_46,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_46,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_46,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_46,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_46,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_46,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_46,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_46,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_46,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_46,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_47,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_47,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_47,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_47,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_47,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_47,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_47,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_47,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_47,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_47,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_48,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_48,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_48,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_48,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_48,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_48,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_48,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_48,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_48,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_48,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_49,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_49,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_49,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_49,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_49,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_49,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_49,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_49,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_49,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_49,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_50,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_50,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_50,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_50,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_50,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_50,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_50,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_50,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_50,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_50,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_51,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_51,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_51,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_51,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_51,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_51,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_51,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_51,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_51,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_51,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_52,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_52,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_52,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_52,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_52,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_52,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_52,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_52,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_52,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_52,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_53,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_53,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_53,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_53,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_53,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_53,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_53,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_53,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_53,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_53,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_54,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_54,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_54,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_54,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_54,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_54,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_54,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_54,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_54,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_54,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_55,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_55,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_55,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_55,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2024_3_25_16_41_55,1.1,1.09,357,0.05,-1.09,0.1,25.6,98.92,25.42,1010.54,1.1615534,4.1,0.3,333,333,32.07,64.31,32.7,1010.92
2024_3_25_16_41_55,1.22,1.22,3,-0.06,-1.21,0.0,25.54,99.36,25.44,1010.53,1.1617491,6.6,0.2,332,332,32.12,64.36,32.69,1010.88
2024_3_25_16_41_55,1.25,1.25,4,-0.08,-1.25,0.0,25.6,99.14,25.45,1010.52,1.1615167,4.9,0.2,332,332,32.15,64.38,32.69,1010.99
2024_3_25_16_41_55,1.32,1.32,14,-0.31,-1.28,0.05,25.56,99.45,25.47,1010.47,1.1616024,5.1,0.0,332,332,32.18,64.39,32.7,1010.92
2024_3_25_16_41_55,0.95,0.95,18,-0.3,-0.91,0.0,25.58,99.28,25.46,1010.5,1.1615427,4.8,0.2,332,332,32.19,64.39,32.69,1010.88
2024_3_25_16_41_55,1.0,1.0,13,-0.22,-0.98,0.0,25.67,98.76,25.46,1010.53,1.1612223,6.5,0.4,332,332,32.21,64.41,32.69,1010.88
2024_3_25_16_41_56,1.2,1.2,13,-0.26,-1.17,0.05,25.42,100.0,25.47,1010.5,1.1621794,5.2,0.2,332,332,32.22,64.4,32.69,1010.88
2024_3_25_16_41_56,1.48,1.48,22,-0.55,-1.37,0.02,25.55,99.48,25.47,1010.52,1.1616697,6.4,0.3,332,332,32.23,64.39,32.69,1010.99
2024_3_25_16_41_56,1.4,1.4,16,-0.38,-1.35,0.06,25.44,99.94,25.43,1010.53,1.1621844,5.1,0.3,332,332,32.24,64.38,32.69,1010.88
2024_3_25_16_41_56,1.46,1.46,20,-0.51,-1.37,0.0,25.36,100.0,25.46,1010.54,1.1624464,5.1,0.3,332,332,32.25,64.39,32.69,1010.88
2024_3_25_16_41_56,2.1,2.09,16,-0.59,-2.01,0.13,25.47,99.91,25.46,1010.54,1.1620164,4.7,0.2,333,333,32.25,64.38,32.67,1010.72
2024_3_25_16_41_56,1.67,1.67,20,-0.58,-1.57,0.06,25.66,98.76,25.45,1010.53,1.1613085,6.2,0.4,332,332,32.25,64.37,32.67,1010.72
2024_3_25_16_41_56,1.1,1.1,17,-0.33,-1.05,0.0,25.72,98.39,25.45,1010.55,1.1610593,5.4,0.2,333,333,32.26,64.38,32.67,1010.95
2024_3_25_16_41_56,0.83,0.83,30,-0.42,-0.72,0.1,25.74,98.41,25.47,1010.54,1.1609601,6.2,0.4,332,332,32.26,64.37,32.67,1010.84
2024_3_25_16_41_56,0.84,0.84,30,-0.42,-0.72,0.06,25.79,98.05,25.46,1010.52,1.1607579,4.8,0.3,333,333,32.26,64.37,32.67,1010.84
2024_3_25_16_41_56,0.57,0.55,35,-0.31,-0.45,0.15,25.79,98.02,25.45,1010.54,1.1608152,5.2,0.3,333,333,32.27,64.36,32.67,1010.95
2024_3_25_16_41_57,0.71,0.71,31,-0.37,-0.61,0.06,25.86,97.71,25.47,1010.57,1.1605231,5.1,0.1,332,332,32.27,64.35,32.67,1010.84
2024_3_25_16_41_57,1.17,1.17,20,-0.41,-1.09,0.05,25.9,97.47,25.47,1010.57,1.1603905,5.4,0.5,333,333,32.27,64.36,32.67,1010.95
2024_3_25_16_41_57,0.95,0.95,22,-0.35,-0.88,0.0,25.9,97.49,25.47,1010.57,1.1604071,6.2,0.3,332,332,32.27,64.35,32.67,1010.95
2024_3_25_16_41_57,0.65,0.65,17,-0.2,-0.62,0.0,25.84,97.9,25.48,1010.55,1.1606025,5.2,0.2,333,333,32.27,64.34,32.67,1010.95
2024_3_25_16_41_57,1.2,1.2,21,-0.44,-1.12,0.06,25.83,97.82,25.46,1010.51,1.1605968,6.4,0.6,332,332,32.28,64.33,32.65,1010.91
2024_3_25_16_41_57,1.05,1.05,17,-0.32,-1.0,0.04,25.9,97.53,25.48,1010.56,1.1603602,3.8,0.2,333,333,32.28,64.33,32.65,1010.91
2024_3_25_16_41_57,1.12,1.12,18,-0.35,-1.06,0.07,25.84,97.79,25.47,1010.54,1.1605694,5.8,0.5,332,332,32.28,64.32,32.65,1010.91
2024_3_25_16_41_57,1.05,1.05,11,-0.2,-1.03,0.0,25.77,98.28,25.48,1010.54,1.1608268,4.6,0.4,333,333,32.28,64.31,32.65,1010.91
2024_3_25_16_41_57,1.01,1.01,9,-0.16,-0.99,0.08,25.61,99.18,25.47,1010.55,1.1614667,6.6,0.4,332,332,32.28,64.32,32.65,1010.91
2024_3_25_16_41_57,1.03,1.03,23,-0.41,-0.95,-0.01,25.89,97.5,25.46,1010.54,1.1604131,5.3,0.5,332,332,32.28,64.33,32.65,1010.79
